2,   ******** ,2,1, 预制梁板(预制), 左幅,8,-13114.19,-11648.11,2602.7,-15198.96,-10741.31,2557.55,-8918.51,-2734.52,2578.02,-6833.74,-3641.32,2623.17,-13114.19,-11648.11,2102.7,-15198.96,-10741.31,2057.55,-8918.51,-2734.52,2078.02,-6833.74,-3641.32,2123.17
3,   ******** ,3,1, 预制梁板(预制), 左幅,8,-15791.23,-10483.7,2544.73,-17875.99,-9576.9,2499.58,-11595.54,-1570.11,2520.04,-9510.77,-2476.91,2565.19,-15791.23,-10483.7,2044.73,-17875.99,-9576.9,1999.58,-11595.54,-1570.11,2020.04,-9510.77,-2476.91,2065.19
4,   ******** ,4,1, 预制梁板(预制), 左幅,8,-18468.26,-9319.29,2486.75,-20553.02,-8412.49,2441.6,-14272.57,-405.7,2462.06,-12187.8,-1312.49,2507.21,-18468.26,-9319.29,1986.75,-20553.02,-8412.49,1941.6,-14272.57,-405.7,1962.06,-12187.8,-1312.49,2007.21
5,   ******** ,5,1, 预制梁板(预制), 左幅,8,-21145.29,-8154.88,2428.77,-23230.05,-7248.08,2383.62,-16949.6,758.71,2404.09,-14864.83,-148.08,2449.24,-21145.29,-8154.88,1928.77,-23230.05,-7248.08,1883.62,-16949.6,758.71,1904.09,-14864.83,-148.08,1949.24
6,   ******** ,7,1, 预制梁板(预制), 左幅,8,-26523.04,-5815.76,2312.3,-28607.8,-4908.96,2267.15,-22327.35,3097.84,2287.62,-20242.58,2191.04,2332.77,-26523.04,-5815.76,1812.3,-28607.8,-4908.96,1767.15,-22327.35,3097.84,1787.62,-20242.58,2191.04,1832.77
7,   ******** ,8,1, 预制梁板(预制), 左幅,8,-29034.23,-4723.48,2257.92,-31119,-3816.68,2212.77,-24838.55,4190.12,2233.23,-22753.78,3283.32,2278.38,-29034.23,-4723.48,1757.92,-31119,-3816.68,1712.77,-24838.55,4190.12,1733.23,-22753.78,3283.32,1778.38
8,   ******** ,9,1, 预制梁板(预制), 左幅,8,-31545.43,-3631.2,2203.53,-33630.2,-2724.4,2158.38,-27349.74,5282.4,2178.85,-25264.98,4375.6,2224,-31545.43,-3631.2,1703.53,-33630.2,-2724.4,1658.38,-27349.74,5282.4,1678.85,-25264.98,4375.6,1724
9,   ******** ,10,1, 预制梁板(预制), 左幅,8,-34056.63,-2538.92,2149.15,-36211.37,-1601.52,2102.48,-29930.89,6405.1,2122.95,-27776.17,5467.88,2169.61,-34056.63,-2538.92,1649.15,-36211.37,-1601.52,1602.48,-29930.89,6405.1,1622.95,-27776.17,5467.88,1669.61
10,   ******** ,1,1, 预制梁板(现浇), 左幅,8,-12521.93,-11905.73,2615.53,-13114.19,-11648.11,2602.7,-6833.74,-3641.32,2623.17,-6241.48,-3898.93,2635.99,-12521.93,-11905.73,2115.53,-13114.19,-11648.11,2102.7,-6833.74,-3641.32,2123.17,-6241.48,-3898.93,2135.99
11,   ******** ,2,1, 预制梁板(现浇), 左幅,8,-15198.96,-10741.31,2557.55,-15791.23,-10483.7,2544.73,-9510.77,-2476.91,2565.19,-8918.51,-2734.52,2578.02,-15198.96,-10741.31,2057.55,-15791.23,-10483.7,2044.73,-9510.77,-2476.91,2065.19,-8918.51,-2734.52,2078.02
